userName,teks_ulasan,rating,tanggal_ulasan,teks_bersih,tokens,tokens_stopword,tokens_stemmed,teks_stemmed,skor_sentimen,kategori_sentimen
Cantik Anisa,baguss lengkap,5,2026-04-04 12:32:50,baguss lengkap,"['baguss', 'lengkap']","['baguss', 'lengkap']","['baguss', 'lengkap']",baguss lengkap,0.0,Positif
Edy Suratno,lancar tanpa deley,5,2026-04-04 08:06:34,lancar tanpa deley,"['lancar', 'tanpa', 'deley']","['lancar', 'deley']","['lancar', 'deley']",lancar deley,0.3,Positif
An inan,sangat membantu sekali. Trimakasih,5,2026-04-03 14:15:31,sangat membantu sekali trimakasih,"['sangat', 'membantu', 'sekali', 'trimakasih']","['membantu', 'trimakasih']","['bantu', 'trimakasih']",bantu trimakasih,0.3,Positif
Dede vania Clarisa putri mulyadi,good,5,2026-04-03 11:58:47,good,['good'],['good'],['good'],good,0.3,Positif
Kasirun,baik,5,2026-04-03 05:39:45,baik,['baik'],[],[],,0.0,Positif
Hetty nur63,Fitur-fiturnya menarik perhatian.,5,2026-04-03 04:29:19,fitur fiturnya menarik perhatian,"['fitur', 'fiturnya', 'menarik', 'perhatian']","['fitur', 'fiturnya', 'menarik', 'perhatian']","['fitur', 'fiturnya', 'tarik', 'perhati']",fitur fiturnya tarik perhati,0.0,Positif
Rid One,"mantap, and the best",5,2026-04-02 23:42:21,mantap and the best,"['mantap', 'and', 'the', 'best']","['mantap', 'best']","['mantap', 'best']",mantap best,0.6,Positif
Tulus Prasetiyo,bagus,5,2026-04-02 23:36:20,bagus,['bagus'],['bagus'],['bagus'],bagus,0.3,Positif
Shiska Kharla,"kurang bagus, tidak bisa mengganti background",2,2026-04-02 23:27:13,kurang bagus tidak bisa mengganti background,"['kurang', 'bagus', 'tidak', 'bisa', 'mengganti', 'background']","['bagus', 'tidak', 'mengganti', 'background']","['bagus', 'tidak', 'ganti', 'background']",bagus tidak ganti background,0.0,Negatif
joana topooh,Sangat bagus dan membantu,5,2026-04-02 13:44:48,sangat bagus dan membantu,"['sangat', 'bagus', 'dan', 'membantu']","['bagus', 'membantu']","['bagus', 'bantu']",bagus bantu,0.6,Positif
Fenny Ika Saputri,Zoom Workplace Ya,5,2026-04-02 11:29:05,zoom workplace ya,"['zoom', 'workplace', 'ya']","['zoom', 'workplace']","['zoom', 'workplace']",zoom workplace,0.0,Positif
Bintang Fajar,Kameranya tdk berfungsi,1,2026-04-02 07:54:31,kameranya tdk berfungsi,"['kameranya', 'tdk', 'berfungsi']","['kameranya', 'tdk', 'berfungsi']","['kamera', 'tdk', 'fungsi']",kamera tdk fungsi,0.0,Negatif
bara ramadewa,keren,5,2026-04-02 06:00:42,keren,['keren'],['keren'],['keren'],keren,0.3,Positif
LNH,"fitur background aja dibikin kasta kasta an brow,,oke lah klo daring nya g wajib pasang background khusus. berkali"" join daring zoom di kick admin nya karena g ikut aturan,suruh pasang dulu background,y klo laptop g mendadak rusak sih g ada masalah bisa zoom di laptop, sedangkan di hp g bisa cuma gegara urusan background doang",1,2026-04-02 02:57:22,fitur background aja dibikin kasta kasta an brow oke lah klo daring nya g wajib pasang background khusus berkali join daring zoom di kick admin nya karena g ikut aturan suruh pasang dulu background y klo laptop g mendadak rusak sih g ada masalah bisa zoom di laptop sedangkan di hp g bisa cuma gegara urusan background doang,"['fitur', 'background', 'aja', 'dibikin', 'kasta', 'kasta', 'an', 'brow', 'oke', 'lah', 'klo', 'daring', 'nya', 'g', 'wajib', 'pasang', 'background', 'khusus', 'berkali', 'join', 'daring', 'zoom', 'di', 'kick', 'admin', 'nya', 'karena', 'g', 'ikut', 'aturan', 'suruh', 'pasang', 'dulu', 'background', 'y', 'klo', 'laptop', 'g', 'mendadak', 'rusak', 'sih', 'g', 'ada', 'masalah', 'bisa', 'zoom', 'di', 'laptop', 'sedangkan', 'di', 'hp', 'g', 'bisa', 'cuma', 'gegara', 'urusan', 'background', 'doang']","['fitur', 'background', 'dibikin', 'kasta', 'kasta', 'brow', 'oke', 'klo', 'daring', 'wajib', 'pasang', 'background', 'khusus', 'berkali', 'join', 'daring', 'zoom', 'kick', 'admin', 'aturan', 'suruh', 'pasang', 'background', 'klo', 'laptop', 'mendadak', 'rusak', 'zoom', 'laptop', 'gegara', 'urusan', 'background', 'doang']","['fitur', 'background', 'bikin', 'kasta', 'kasta', 'brow', 'oke', 'klo', 'daring', 'wajib', 'pasang', 'background', 'khusus', 'kali', 'join', 'daring', 'zoom', 'kick', 'admin', 'atur', 'suruh', 'pasang', 'background', 'klo', 'laptop', 'dadak', 'rusak', 'zoom', 'laptop', 'gegara', 'urus', 'background', 'doang']",fitur background bikin kasta kasta brow oke klo daring wajib pasang background khusus kali join daring zoom kick admin atur suruh pasang background klo laptop dadak rusak zoom laptop gegara urus background doang,0.6,Negatif
Fahri Sr,susah bgt masuk nya,1,2026-04-02 01:46:56,susah bgt masuk nya,"['susah', 'bgt', 'masuk', 'nya']","['susah', 'bgt', 'masuk']","['susah', 'bgt', 'masuk']",susah bgt masuk,-0.3,Negatif
Meity Tangkilisan,"mengapa sering putus, apakah karena hujan",3,2026-04-01 13:11:55,mengapa sering putus apakah karena hujan,"['mengapa', 'sering', 'putus', 'apakah', 'karena', 'hujan']","['putus', 'hujan']","['putus', 'hujan']",putus hujan,0.0,Negatif
Dian Damayanti,sangat penting,5,2026-04-01 09:32:39,sangat penting,"['sangat', 'penting']",[],[],,0.0,Positif
Johni RUN Purba,My Android phone can't adapt this app,3,2026-03-31 23:29:07,my android phone can t adapt this app,"['my', 'android', 'phone', 'can', 't', 'adapt', 'this', 'app']","['android', 'phone', 'adapt', 'app']","['android', 'phone', 'adapt', 'app']",android phone adapt app,0.0,Negatif
Asna Emilia,menghemat,5,2026-03-31 18:28:01,menghemat,['menghemat'],['menghemat'],['hemat'],hemat,0.0,Positif
Riko Andrian,bagus,5,2026-03-31 13:08:30,bagus,['bagus'],['bagus'],['bagus'],bagus,0.3,Positif
Farhan Fatur,Joss pokok e👍🏻,5,2026-03-31 13:08:16,joss pokok e,"['joss', 'pokok', 'e']","['joss', 'pokok']","['joss', 'pokok']",joss pokok,0.0,Positif
Oma Subang,"kembalikan aplikasi ini karena saya sudah membelinya,,,anak saya yang kecil menghapus semua aplikasi yang sudah di install.",4,2026-03-31 09:00:16,kembalikan aplikasi ini karena saya sudah membelinya anak saya yang kecil menghapus semua aplikasi yang sudah di install,"['kembalikan', 'aplikasi', 'ini', 'karena', 'saya', 'sudah', 'membelinya', 'anak', 'saya', 'yang', 'kecil', 'menghapus', 'semua', 'aplikasi', 'yang', 'sudah', 'di', 'install']","['kembalikan', 'aplikasi', 'membelinya', 'anak', 'menghapus', 'aplikasi', 'install']","['kembali', 'aplikasi', 'bel', 'anak', 'hapus', 'aplikasi', 'install']",kembali aplikasi bel anak hapus aplikasi install,0.0,Positif
Irwan Benu,aplikasi nya sangat baagus dan bermanfaat,5,2026-03-31 03:47:06,aplikasi nya sangat baagus dan bermanfaat,"['aplikasi', 'nya', 'sangat', 'baagus', 'dan', 'bermanfaat']","['aplikasi', 'baagus', 'bermanfaat']","['aplikasi', 'baagus', 'manfaat']",aplikasi baagus manfaat,0.0,Positif
Herijuli Iyiy,"bug bego kluar"" sendiri gjls",1,2026-03-31 03:38:47,bug bego kluar sendiri gjls,"['bug', 'bego', 'kluar', 'sendiri', 'gjls']","['bug', 'bego', 'kluar', 'gjls']","['bug', 'bego', 'kluar', 'gjls']",bug bego kluar gjls,-0.3,Negatif
Agil Pakaya,hp yg versi dlu TDK bisa zoom paya paya,1,2026-03-31 02:56:28,hp yg versi dlu tdk bisa zoom paya paya,"['hp', 'yg', 'versi', 'dlu', 'tdk', 'bisa', 'zoom', 'paya', 'paya']","['versi', 'dlu', 'tdk', 'zoom', 'paya', 'paya']","['versi', 'dlu', 'tdk', 'zoom', 'paya', 'paya']",versi dlu tdk zoom paya paya,0.3,Negatif
Fahmi Alfarizi Eem mabsutoh,trimakasih,5,2026-03-30 23:17:09,trimakasih,['trimakasih'],['trimakasih'],['trimakasih'],trimakasih,0.0,Positif
Qumri Rohman,top markotop,5,2026-03-30 22:57:52,top markotop,"['top', 'markotop']","['top', 'markotop']","['top', 'markotop']",top markotop,0.3,Positif
Arjuna Rimba,ok mantap,5,2026-03-30 17:01:54,ok mantap,"['ok', 'mantap']",['mantap'],['mantap'],mantap,0.6,Positif
Rafael Crishto,untuk saat ini saya kasih bintang 5,5,2026-03-30 14:41:12,untuk saat ini saya kasih bintang,"['untuk', 'saat', 'ini', 'saya', 'kasih', 'bintang']","['kasih', 'bintang']","['kasih', 'bintang']",kasih bintang,0.3,Positif
khamid rian,good,5,2026-03-30 11:33:33,good,['good'],['good'],['good'],good,0.3,Positif
Imadecola Inamori,Tolong buat Zoom versi lite. karena saya hanya butuh mengikuti meeting saja tanpa memerlukan banyak fitur,3,2026-03-30 10:54:25,tolong buat zoom versi lite karena saya hanya butuh mengikuti meeting saja tanpa memerlukan banyak fitur,"['tolong', 'buat', 'zoom', 'versi', 'lite', 'karena', 'saya', 'hanya', 'butuh', 'mengikuti', 'meeting', 'saja', 'tanpa', 'memerlukan', 'banyak', 'fitur']","['tolong', 'zoom', 'versi', 'lite', 'butuh', 'mengikuti', 'meeting', 'fitur']","['tolong', 'zoom', 'versi', 'lite', 'butuh', 'ikut', 'meeting', 'fitur']",tolong zoom versi lite butuh ikut meeting fitur,0.0,Negatif
Mulyana Yana,susah di download,2,2026-03-30 03:56:41,susah di download,"['susah', 'di', 'download']","['susah', 'download']","['susah', 'download']",susah download,-0.3,Negatif
Ayu artika Manullang,"udah on cam, tapi wajah kita tidak terlihat malahan hanya layar hitam aja.",2,2026-03-30 00:44:02,udah on cam tapi wajah kita tidak terlihat malahan hanya layar hitam aja,"['udah', 'on', 'cam', 'tapi', 'wajah', 'kita', 'tidak', 'terlihat', 'malahan', 'hanya', 'layar', 'hitam', 'aja']","['udah', 'cam', 'wajah', 'tidak', 'layar', 'hitam']","['udah', 'cam', 'wajah', 'tidak', 'layar', 'hitam']",udah cam wajah tidak layar hitam,0.0,Negatif
Muti Yuli,lumayan memuaskan,4,2026-03-29 03:29:54,lumayan memuaskan,"['lumayan', 'memuaskan']","['lumayan', 'memuaskan']","['lumayan', 'muas']",lumayan muas,0.0,Positif
Adhy P.,berguna untuk rapat online,5,2026-03-29 02:34:39,berguna untuk rapat online,"['berguna', 'untuk', 'rapat', 'online']","['berguna', 'rapat', 'online']","['guna', 'rapat', 'online']",guna rapat online,0.3,Positif
Zae Lani,"Suka download"" paket emoji gk jelas ngabisin paket data 😭",1,2026-03-28 12:50:56,suka download paket emoji gk jelas ngabisin paket data,"['suka', 'download', 'paket', 'emoji', 'gk', 'jelas', 'ngabisin', 'paket', 'data']","['suka', 'download', 'paket', 'emoji', 'ngabisin', 'paket', 'data']","['suka', 'download', 'paket', 'emoji', 'ngabisin', 'paket', 'data']",suka download paket emoji ngabisin paket data,0.6,Negatif
ALIFIA BERKAH CHULASOH,udah downlod malah balik lagi suruh download lagi.. berkali2.. gagall terusssssss.. aplikasi apaan sih,3,2026-03-28 02:04:35,udah downlod malah balik lagi suruh download lagi berkali gagall terusssssss aplikasi apaan sih,"['udah', 'downlod', 'malah', 'balik', 'lagi', 'suruh', 'download', 'lagi', 'berkali', 'gagall', 'terusssssss', 'aplikasi', 'apaan', 'sih']","['udah', 'downlod', 'suruh', 'download', 'berkali', 'gagall', 'terusssssss', 'aplikasi']","['udah', 'downlod', 'suruh', 'download', 'kali', 'gagall', 'terusssssss', 'aplikasi']",udah downlod suruh download kali gagall terusssssss aplikasi,0.0,Negatif
gusti mangku,bagus,5,2026-03-28 00:47:34,bagus,['bagus'],['bagus'],['bagus'],bagus,0.3,Positif
Puguh Santoso93,kenapa kemera di vedeo tidak bisa aktif padahal semua pengaturan video sudah aktif tpi gk bisa aktif,5,2026-03-27 01:22:44,kenapa kemera di vedeo tidak bisa aktif padahal semua pengaturan video sudah aktif tpi gk bisa aktif,"['kenapa', 'kemera', 'di', 'vedeo', 'tidak', 'bisa', 'aktif', 'padahal', 'semua', 'pengaturan', 'video', 'sudah', 'aktif', 'tpi', 'gk', 'bisa', 'aktif']","['kemera', 'vedeo', 'tidak', 'aktif', 'pengaturan', 'video', 'aktif', 'tpi', 'aktif']","['kemera', 'vedeo', 'tidak', 'aktif', 'atur', 'video', 'aktif', 'tpi', 'aktif']",kemera vedeo tidak aktif atur video aktif tpi aktif,0.0,Positif
micha,"layar nya hitam semua padahal kamera on, gimana coba, sudah saya perbaiki semua tapi sama aja gaada perubahan, udah saya uninstall dan install lagi tapi tetap saja layarnya hitam",2,2026-03-26 23:40:36,layar nya hitam semua padahal kamera on gimana coba sudah saya perbaiki semua tapi sama aja gaada perubahan udah saya uninstall dan install lagi tapi tetap saja layarnya hitam,"['layar', 'nya', 'hitam', 'semua', 'padahal', 'kamera', 'on', 'gimana', 'coba', 'sudah', 'saya', 'perbaiki', 'semua', 'tapi', 'sama', 'aja', 'gaada', 'perubahan', 'udah', 'saya', 'uninstall', 'dan', 'install', 'lagi', 'tapi', 'tetap', 'saja', 'layarnya', 'hitam']","['layar', 'hitam', 'kamera', 'gimana', 'coba', 'perbaiki', 'gaada', 'perubahan', 'udah', 'uninstall', 'install', 'layarnya', 'hitam']","['layar', 'hitam', 'kamera', 'gimana', 'coba', 'baik', 'gaada', 'ubah', 'udah', 'uninstall', 'install', 'layar', 'hitam']",layar hitam kamera gimana coba baik gaada ubah udah uninstall install layar hitam,0.0,Negatif
Strawberry Banana,membantu dalam melakukan meeting daring untuk pekerjaan maupun pendidikan. kegiatan non formal juga bisa. sayangnya fitur latar belakang pada device smartphone tidak semua menyediakan nya,4,2026-03-25 16:11:17,membantu dalam melakukan meeting daring untuk pekerjaan maupun pendidikan kegiatan non formal juga bisa sayangnya fitur latar belakang pada device smartphone tidak semua menyediakan nya,"['membantu', 'dalam', 'melakukan', 'meeting', 'daring', 'untuk', 'pekerjaan', 'maupun', 'pendidikan', 'kegiatan', 'non', 'formal', 'juga', 'bisa', 'sayangnya', 'fitur', 'latar', 'belakang', 'pada', 'device', 'smartphone', 'tidak', 'semua', 'menyediakan', 'nya']","['membantu', 'meeting', 'daring', 'pekerjaan', 'pendidikan', 'kegiatan', 'non', 'formal', 'sayangnya', 'fitur', 'latar', 'device', 'smartphone', 'tidak', 'menyediakan']","['bantu', 'meeting', 'daring', 'kerja', 'didik', 'giat', 'non', 'formal', 'sayang', 'fitur', 'latar', 'device', 'smartphone', 'tidak', 'sedia']",bantu meeting daring kerja didik giat non formal sayang fitur latar device smartphone tidak sedia,0.6,Positif
Muhammad Rizky,👍🏻👍🏻👍🏻,5,2026-03-25 13:55:11,,[],[],[],,0.0,Positif
rcie aza,"sangat mudah dipakai,nyaman dipakai untuk acara pertemuan online",5,2026-03-25 13:31:14,sangat mudah dipakai nyaman dipakai untuk acara pertemuan online,"['sangat', 'mudah', 'dipakai', 'nyaman', 'dipakai', 'untuk', 'acara', 'pertemuan', 'online']","['mudah', 'dipakai', 'nyaman', 'dipakai', 'acara', 'pertemuan', 'online']","['mudah', 'pakai', 'nyaman', 'pakai', 'acara', 'temu', 'online']",mudah pakai nyaman pakai acara temu online,0.6,Positif
Pemuda Kesemutan,so goooood,5,2026-03-25 11:46:35,so goooood,"['so', 'goooood']",['goooood'],['goooood'],goooood,0.0,Positif
Cholida Umam,bagus dan konsisten,5,2026-03-25 07:16:10,bagus dan konsisten,"['bagus', 'dan', 'konsisten']","['bagus', 'konsisten']","['bagus', 'konsisten']",bagus konsisten,0.3,Positif
Andra FEBRIANDA CLEVERDO PUTRA,ini kenapa Ling nya tidak muncul setelah di bagi kan atau di copy,1,2026-03-24 23:43:07,ini kenapa ling nya tidak muncul setelah di bagi kan atau di copy,"['ini', 'kenapa', 'ling', 'nya', 'tidak', 'muncul', 'setelah', 'di', 'bagi', 'kan', 'atau', 'di', 'copy']","['ling', 'tidak', 'muncul', 'copy']","['ling', 'tidak', 'muncul', 'copy']",ling tidak muncul copy,0.0,Negatif
onlay laia Laiadulu,saya ingin Belajar untuk bergabung,2,2026-03-24 12:11:02,saya ingin belajar untuk bergabung,"['saya', 'ingin', 'belajar', 'untuk', 'bergabung']","['belajar', 'bergabung']","['ajar', 'gabung']",ajar gabung,0.0,Negatif
Marsya Elya,"saya tidak bisa memasang background, aplikasi ini sangat pelit dan memandang tipe hp😡",2,2026-03-23 23:56:02,saya tidak bisa memasang background aplikasi ini sangat pelit dan memandang tipe hp,"['saya', 'tidak', 'bisa', 'memasang', 'background', 'aplikasi', 'ini', 'sangat', 'pelit', 'dan', 'memandang', 'tipe', 'hp']","['tidak', 'memasang', 'background', 'aplikasi', 'pelit', 'memandang', 'tipe']","['tidak', 'pasang', 'background', 'aplikasi', 'pelit', 'pandang', 'tipe']",tidak pasang background aplikasi pelit pandang tipe,-0.3,Negatif
rahman putra,Gajelas loe 🗿,5,2026-03-23 12:13:09,gajelas loe,"['gajelas', 'loe']","['gajelas', 'loe']","['gajelas', 'loe']",gajelas loe,0.0,Positif
Abdul Azis,zoom memudahkan saya berkomunikasi dengan org² jauh di sisilain aplikasinya pun mudah di pahami anak muda maupun org sudah lanjut usia,5,2026-03-22 01:34:53,zoom memudahkan saya berkomunikasi dengan org jauh di sisilain aplikasinya pun mudah di pahami anak muda maupun org sudah lanjut usia,"['zoom', 'memudahkan', 'saya', 'berkomunikasi', 'dengan', 'org', 'jauh', 'di', 'sisilain', 'aplikasinya', 'pun', 'mudah', 'di', 'pahami', 'anak', 'muda', 'maupun', 'org', 'sudah', 'lanjut', 'usia']","['zoom', 'memudahkan', 'berkomunikasi', 'org', 'sisilain', 'aplikasinya', 'mudah', 'pahami', 'anak', 'muda', 'org', 'usia']","['zoom', 'mudah', 'komunikasi', 'org', 'sisilain', 'aplikasi', 'mudah', 'paham', 'anak', 'muda', 'org', 'usia']",zoom mudah komunikasi org sisilain aplikasi mudah paham anak muda org usia,0.3,Positif
Cici Tesa,"Sangat membantu untuk meeting online. Kualitas video dan audio jernih, dan fiturnya lengkap untuk belajar maupun kerja.",5,2026-03-21 12:44:44,sangat membantu untuk meeting online kualitas video dan audio jernih dan fiturnya lengkap untuk belajar maupun kerja,"['sangat', 'membantu', 'untuk', 'meeting', 'online', 'kualitas', 'video', 'dan', 'audio', 'jernih', 'dan', 'fiturnya', 'lengkap', 'untuk', 'belajar', 'maupun', 'kerja']","['membantu', 'meeting', 'online', 'kualitas', 'video', 'audio', 'jernih', 'fiturnya', 'lengkap', 'belajar', 'kerja']","['bantu', 'meeting', 'online', 'kualitas', 'video', 'audio', 'jernih', 'fiturnya', 'lengkap', 'ajar', 'kerja']",bantu meeting online kualitas video audio jernih fiturnya lengkap ajar kerja,0.3,Positif
Teungku Razy,Byk dapat ilmu pengetahuan... dan silaturahmi...,5,2026-03-20 04:33:20,byk dapat ilmu pengetahuan dan silaturahmi,"['byk', 'dapat', 'ilmu', 'pengetahuan', 'dan', 'silaturahmi']","['byk', 'ilmu', 'pengetahuan', 'silaturahmi']","['byk', 'ilmu', 'tahu', 'silaturahmi']",byk ilmu tahu silaturahmi,0.0,Positif
Hasniati Hasni,"sangat the bestlah, pekerjaan kantor atau rapat lewat online semua bisa dengan apk ini... makasi zoo.",5,2026-03-20 00:38:35,sangat the bestlah pekerjaan kantor atau rapat lewat online semua bisa dengan apk ini makasi zoo,"['sangat', 'the', 'bestlah', 'pekerjaan', 'kantor', 'atau', 'rapat', 'lewat', 'online', 'semua', 'bisa', 'dengan', 'apk', 'ini', 'makasi', 'zoo']","['bestlah', 'pekerjaan', 'kantor', 'rapat', 'online', 'apk', 'makasi', 'zoo']","['bestlah', 'kerja', 'kantor', 'rapat', 'online', 'apk', 'makas', 'zoo']",bestlah kerja kantor rapat online apk makas zoo,0.3,Positif
Lyndha Olshop,"Minta update, m-mulu HBSin kuota.. otw hapus atuh•!🙏🥺",1,2026-03-19 04:15:13,minta update m mulu hbsin kuota otw hapus atuh,"['minta', 'update', 'm', 'mulu', 'hbsin', 'kuota', 'otw', 'hapus', 'atuh']","['update', 'mulu', 'hbsin', 'kuota', 'otw', 'hapus', 'atuh']","['update', 'mulu', 'hbsin', 'kuota', 'otw', 'hapus', 'atuh']",update mulu hbsin kuota otw hapus atuh,-0.3,Negatif
Sofyan Afief nst,sangatt jelas n bermampaat,5,2026-03-19 03:35:50,sangatt jelas n bermampaat,"['sangatt', 'jelas', 'n', 'bermampaat']","['sangatt', 'bermampaat']","['sangatt', 'bermampaat']",sangatt bermampaat,0.3,Positif
anjar wibisono,bagus,5,2026-03-18 21:16:03,bagus,['bagus'],['bagus'],['bagus'],bagus,0.3,Positif
Began Beben,lumayan bagus,5,2026-03-18 14:52:10,lumayan bagus,"['lumayan', 'bagus']","['lumayan', 'bagus']","['lumayan', 'bagus']",lumayan bagus,0.3,Positif
dennys,malasih ya,5,2026-03-18 10:11:49,malasih ya,"['malasih', 'ya']",['malasih'],['malasih'],malasih,0.0,Positif
muh Hidayatullah,tidak bisa ganti virtual background,1,2026-03-17 16:06:35,tidak bisa ganti virtual background,"['tidak', 'bisa', 'ganti', 'virtual', 'background']","['tidak', 'ganti', 'virtual', 'background']","['tidak', 'ganti', 'virtual', 'background']",tidak ganti virtual background,-0.3,Negatif
Nikeyla Saridewi,berfungsi buat meeting atau homeschooling,5,2026-03-17 08:39:22,berfungsi buat meeting atau homeschooling,"['berfungsi', 'buat', 'meeting', 'atau', 'homeschooling']","['berfungsi', 'meeting', 'homeschooling']","['fungsi', 'meeting', 'homeschooling']",fungsi meeting homeschooling,0.0,Positif
Carti,bagus dan berguna,5,2026-03-17 08:13:23,bagus dan berguna,"['bagus', 'dan', 'berguna']","['bagus', 'berguna']","['bagus', 'guna']",bagus guna,0.6,Positif
Marchela Darammang,Baru Banget Di update sementara zoom tiba-tiba layar kamera saya jadi hitam dan sudah mencoba semua cara perbaikan tapi kamera saya tetap hitam... katanya perbaikin bug tapi pas udah update malah jadi bug parah!!!,1,2026-03-17 06:42:06,baru banget di update sementara zoom tiba tiba layar kamera saya jadi hitam dan sudah mencoba semua cara perbaikan tapi kamera saya tetap hitam katanya perbaikin bug tapi pas udah update malah jadi bug parah,"['baru', 'banget', 'di', 'update', 'sementara', 'zoom', 'tiba', 'tiba', 'layar', 'kamera', 'saya', 'jadi', 'hitam', 'dan', 'sudah', 'mencoba', 'semua', 'cara', 'perbaikan', 'tapi', 'kamera', 'saya', 'tetap', 'hitam', 'katanya', 'perbaikin', 'bug', 'tapi', 'pas', 'udah', 'update', 'malah', 'jadi', 'bug', 'parah']","['update', 'zoom', 'layar', 'kamera', 'hitam', 'mencoba', 'perbaikan', 'kamera', 'hitam', 'perbaikin', 'bug', 'pas', 'udah', 'update', 'bug', 'parah']","['update', 'zoom', 'layar', 'kamera', 'hitam', 'coba', 'baik', 'kamera', 'hitam', 'perbaikin', 'bug', 'pas', 'udah', 'update', 'bug', 'parah']",update zoom layar kamera hitam coba baik kamera hitam perbaikin bug pas udah update bug parah,-0.8999999999999999,Negatif
